#ofCHs	4
1039775	1040382	1040318	1040223
1039775	1040382	1040318	1040349
1039775	1040382	1040318	1040351
1040151	1039230	1040312	1040351
1039775	1039230	1040312	1040351
1039775	1040380	1040312	1040253
1039775	1039230	1040312	1039325
1039839	1040380	1040312	1040351
1040247	1039230	1040312	1040253
1039839	1040380	1040312	1040253
1040151	1039228	1040312	1040253
1039839	1039230	1040312	1040253
1039775	1039230	1040312	1040351
1039775	1039230	1040312	1040351
1039775	1039228	1040312	1040351
1039775	1039230	1040312	1039325
1039775	1039230	1040312	1040351
1039775	1039230	1040312	1040351
1039775	1039228	1040376	1040253
1039775	1039230	1040312	1040351
1039775	1039230	1040312	1040351
1039775	1040380	1040312	1040351
1039775	1039230	1040312	1040351
1039775	1039230	1040312	1040383
1039775	1040380	1040376	1040351
1040247	1039230	1040312	1040351
1039775	1039228	1040312	1039197
1039775	1040380	1039738	1040351
1039775	1039230	1040376	1040351
1039775	1040380	1040312	1040351
1039775	1039230	1039678	1040351
1039839	1040380	1040312	1040253
1039775	1039230	1040312	1040351
1039775	1039358	1040312	1040351
1039775	1039230	1040312	1040351
1039775	1039358	1040312	1040253
1039775	1039358	1040312	1040351
1039775	1039230	1040312	1040351
1039775	1039230	1040312	1040351
1039839	1039358	1040312	1040351
1039775	1039230	1040312	1040351
1039775	1040380	1040312	1040351
1039839	1039228	1039676	1040349
1040151	1040382	1039676	1040223
1039775	1039228	1039676	1040349
1039775	1040382	1040382	1040383
1039775	1040380	1040312	1040351
1039775	1039230	1040312	1040351
1039775	1039358	1040312	1040351
1040151	1040380	1040312	1040351
1039775	1040382	1040312	1040351
1039775	1040382	1040312	1040351
1039775	1039230	1039678	1040351
1039775	1039230	1040312	1040351
1040151	1039230	1040312	1040253
1039775	1039230	1040312	1040351
1040151	1039230	1040312	1040351
1040151	1039230	1040312	1040351
1039839	1039230	1039678	1040351
1039775	1039228	1040312	1039325
1039775	1040380	1040312	1040351
1039839	1039230	1040312	1040253
1039775	1040380	1040312	1040253
1039775	1039228	1040312	1040351
1039775	1040382	1040318	1040349
1039775	1040382	1040318	1040349
1039775	1039230	1039676	1040349
1040151	1039230	1040312	1040253
1039775	1039230	1040312	1040351
1039775	1039230	1040376	1040351
1040151	1039230	1040312	1040351
1039775	1040380	1040312	1040351
1039775	1039230	1040312	1040253
1039839	1039230	1040312	1040351
1039775	1039230	1040312	1040253
1039839	1040382	1040312	1040253
1039775	1039230	1040312	1040351
1039775	1039230	1040312	1040351
1039775	1039230	1040312	1040351
1039775	1039358	1040376	1040351
1040151	1039230	1040312	1040351
1039775	1039230	1040312	1040351
1039775	1039230	1040312	1040253
1039775	1040380	1039738	1040351
1039775	1039356	1040312	1040351
1039839	1039230	1040312	1040253
1040151	1039228	1039678	1040253
1039775	1040382	1039676	1040349
1040151	1039228	1039676	1040223
1039775	1040382	1040318	1040351
1039775	1040380	1039738	1040351
1040151	1039230	1040312	1040351
1039839	1039230	1040312	1040351
1039775	1039230	1040312	1040351
1039775	1039230	1040312	1040253
1040151	1039358	1040312	1040351
1039775	1040380	1040376	1040351
1040151	1039358	1040312	1040253
1039775	1039230	1040312	1040351
1039775	1039228	1040312	1040381
1039775	1039230	1040312	1040351
1039839	1039356	1040376	1040253
1039839	1039358	1040376	1040351
1040151	1039230	1040312	1040351
1039775	1040380	1040312	1040351
1039775	1039230	1040376	1040351
1040247	1039230	1040312	1040351
1039775	1040380	1040312	1040253
1039775	1040382	1040318	1040349
1039775	1040382	1039676	1040349
1039839	1040382	1040318	1040349
1039775	1040382	1040318	1040383
1039775	1039230	1040312	1039325
1039775	1039230	1040312	1040351
1039839	1039230	1040312	1040351
1039775	1040380	1040312	1039231
1039775	1039230	1040312	1040351
1039775	1039230	1040376	1039325
1039775	1039228	1040376	1040351
1039775	1040380	1040312	1040351
1040151	1039230	1040312	1040253
1040151	1039358	1040312	1040253
1039775	1040382	1040312	1040351
1039775	1039230	1040312	1040253
1039839	1039230	1040312	1040351
1039775	1039228	1040376	1040351
1039775	1039230	1040312	1040253
